Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","1997","1997","%","28.65","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","1998","1998","1000 ha","1425","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","1998","1998","%","74.41","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","1998","1998","%","27.91","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","1999","1999","1000 ha","1388","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","1999","1999","%","73.52","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","1999","1999","%","27.18","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2000","2000","1000 ha","1350","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2000","2000","%","73.37","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2000","2000","%","26.44","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2001","2001","1000 ha","1343","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2001","2001","%","73.27","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2001","2001","%","26.3","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2002","2002","1000 ha","1336","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2002","2002","%","73.17","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2002","2002","%","26.17","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2003","2003","1000 ha","1329","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2003","2003","%","72.66","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2003","2003","%","26.03","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2004","2004","1000 ha","1322","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2004","2004","%","72.56","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2004","2004","%","25.89","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2005","2005","1000 ha","1315","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2005","2005","%","72.85","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2005","2005","%","25.75","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2006","2006","1000 ha","1310","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2006","2006","%","72.18","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2006","2006","%","25.66","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2007","2007","1000 ha","1300","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2007","2007","%","72.22","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2007","2007","%","25.46","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2008","2008","1000 ha","1293","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2008","2008","%","72.11","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2008","2008","%","25.32","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2009","2009","1000 ha","1286","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2009","2009","%","70.81","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2009","2009","%","25.19","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2010","2010","1000 ha","1279","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2010","2010","%","70.31","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2010","2010","%","25.05","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2011","2011","1000 ha","1272","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2011","2011","%","69.93","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2011","2011","%","24.91","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2012","2012","1000 ha","1265","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2012","2012","%","69.81","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2012","2012","%","24.77","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2013","2013","1000 ha","1250","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2013","2013","%","69.41","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2013","2013","%","24.48","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2014","2014","1000 ha","1234","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2014","2014","%","69.13","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2014","2014","%","24.17","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2015","2015","1000 ha","1219","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2015","2015","%","68.04","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2015","2015","%","23.87","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2016","2016","1000 ha","1200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2016","2016","%","67.53","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2016","2016","%","23.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2017","2017","1000 ha","1200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2017","2017","%","67.38","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2017","2017","%","23.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2018","2018","1000 ha","1200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2018","2018","%","67.32","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2018","2018","%","23.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2019","2019","1000 ha","1200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2019","2019","%","67.57","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2019","2019","%","23.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2020","2020","1000 ha","1200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2020","2020","%","67.19","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2020","2020","%","23.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6655","Praderas y pastizales permanentes","2021","2021","1000 ha","1200","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6655","Praderas y pastizales permanentes","2021","2021","%","66.26","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6655","Praderas y pastizales permanentes","2021","2021","%","23.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6646","Tierras destinadas a bosques","1990","1990","1000 ha","2907.4","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","72151","Existencias de carbono en la biomasa viva","6646","Tierras destinadas a bosques","1990","1990","millones de toneladas","360.5176","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6646","Tierras destinadas a bosques","1990","1990","%","56.94","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6646","Tierras destinadas a bosques","1991","1991","1000 ha","2902.382","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","72151","Existencias de carbono en la biomasa viva","6646","Tierras destinadas a bosques","1991","1991","millones de toneladas","359.8954","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6646","Tierras destinadas a bosques","1991","1991","%","56.84","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6646","Tierras destinadas a bosques","1992","1992","1000 ha","2897.364","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","72151","Existencias de carbono en la biomasa viva","6646","Tierras destinadas a bosques","1992","1992","millones de toneladas","359.2731","I","Valor imputado",""
