Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1963","1963","Cabeza","1200","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1964","1964","Cabeza","1400","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1965","1965","Cabeza","1600","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1966","1966","Cabeza","1800","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1967","1967","Cabeza","1850","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1968","1968","Cabeza","1880","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1969","1969","Cabeza","1910","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1970","1970","Cabeza","1950","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1971","1971","Cabeza","1980","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1972","1972","Cabeza","2000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1973","1973","Cabeza","2030","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1974","1974","Cabeza","2050","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1975","1975","Cabeza","2080","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1976","1976","Cabeza","2100","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1977","1977","Cabeza","2100","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1978","1978","Cabeza","2100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1979","1979","Cabeza","2200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1980","1980","Cabeza","2300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1981","1981","Cabeza","2400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1982","1982","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1983","1983","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1984","1984","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1985","1985","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1986","1986","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1987","1987","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1988","1988","Cabeza","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1989","1989","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1990","1990","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1991","1991","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1992","1992","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1993","1993","Cabeza","3000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1994","1994","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1995","1995","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1996","1996","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1997","1997","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1998","1998","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","1999","1999","Cabeza","3100","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2000","2000","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2001","2001","Cabeza","2500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2002","2002","Cabeza","2750","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2003","2003","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2004","2004","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2005","2005","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2006","2006","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2007","2007","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2008","2008","Cabeza","2700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2009","2009","Cabeza","2750","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2010","2010","Cabeza","2750","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2011","2011","Cabeza","2800","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2012","2012","Cabeza","2850","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2013","2013","Cabeza","2850","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2014","2014","Cabeza","2860","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2015","2015","Cabeza","2817","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2016","2016","Cabeza","2815","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2017","2017","Cabeza","2826","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2018","2018","Cabeza","2843","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2019","2019","Cabeza","2854","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2020","2020","Cabeza","2855","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2021","2021","Cabeza","2864","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5111","Existencias","02122","Ovinos","2022","2022","Cabeza","2873","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1961","1961","ha","1600","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1961","1961","100 g/ha","98769","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1961","1961","toneladas","15803","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1962","1962","ha","1710","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1962","1962","100 g/ha","97544","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1962","1962","toneladas","16680","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1963","1963","ha","1700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1963","1963","100 g/ha","99876","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1963","1963","toneladas","16979","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1964","1964","ha","1732","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1964","1964","100 g/ha","101784","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1964","1964","toneladas","17629","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1965","1965","ha","1860","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1965","1965","100 g/ha","99995","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1965","1965","toneladas","18599","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1966","1966","ha","1950","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1966","1966","100 g/ha","99759","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1966","1966","toneladas","19453","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1967","1967","ha","2000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1967","1967","100 g/ha","98910","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1967","1967","toneladas","19782","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1968","1968","ha","2100","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1968","1968","100 g/ha","98571","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1968","1968","toneladas","20700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1969","1969","ha","2000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1969","1969","100 g/ha","96345","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1969","1969","toneladas","19269","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1970","1970","ha","1700","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1970","1970","100 g/ha","94424","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1970","1970","toneladas","16052","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1971","1971","ha","1800","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1971","1971","100 g/ha","96428","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1971","1971","toneladas","17357","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1972","1972","ha","2200","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1972","1972","100 g/ha","100100","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1972","1972","toneladas","22022","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1973","1973","ha","2001","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1973","1973","100 g/ha","116142","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1973","1973","toneladas","23240","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1974","1974","ha","2200","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1974","1974","100 g/ha","107073","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1974","1974","toneladas","23556","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1975","1975","ha","2091","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1975","1975","100 g/ha","115227","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1975","1975","toneladas","24094","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1976","1976","ha","2121","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1976","1976","100 g/ha","116554","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1976","1976","toneladas","24721","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1977","1977","ha","2400","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1977","1977","100 g/ha","105679","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1977","1977","toneladas","25363","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1978","1978","ha","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1978","1978","100 g/ha","103892","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1978","1978","toneladas","25973","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1979","1979","ha","2600","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1979","1979","100 g/ha","102988","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1979","1979","toneladas","26777","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1980","1980","ha","2700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1980","1980","100 g/ha","101552","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1980","1980","toneladas","27419","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1981","1981","ha","3100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1981","1981","100 g/ha","90323","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1981","1981","toneladas","28000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1982","1982","ha","3100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1982","1982","100 g/ha","92903","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1982","1982","toneladas","28800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1983","1983","ha","3500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1983","1983","100 g/ha","120000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1983","1983","toneladas","42000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1984","1984","ha","2120","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1984","1984","100 g/ha","140009","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1984","1984","toneladas","29682","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1985","1985","ha","2670","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1985","1985","100 g/ha","145019","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1985","1985","toneladas","38720","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1986","1986","ha","2190","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1986","1986","100 g/ha","197032","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1986","1986","toneladas","43150","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1987","1987","ha","2500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1987","1987","100 g/ha","160000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1987","1987","toneladas","40000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1988","1988","ha","2800","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1988","1988","100 g/ha","178571","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1988","1988","toneladas","50000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1989","1989","ha","3224","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1989","1989","100 g/ha","207001","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1989","1989","toneladas","66737","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1990","1990","ha","2250","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1990","1990","100 g/ha","220000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1990","1990","toneladas","49500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1991","1991","ha","2293","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1991","1991","100 g/ha","237623","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1991","1991","toneladas","54487","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1992","1992","ha","2602","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1992","1992","100 g/ha","248570","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1992","1992","toneladas","64678","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1993","1993","ha","2187","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1993","1993","100 g/ha","240791","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1993","1993","toneladas","52661","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1994","1994","ha","2039","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1994","1994","100 g/ha","212040","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1994","1994","toneladas","43235","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1995","1995","ha","2194","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1995","1995","100 g/ha","198751","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1995","1995","toneladas","43606","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1996","1996","ha","2528","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1996","1996","100 g/ha","218054","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1996","1996","toneladas","55124","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1997","1997","ha","2241","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1997","1997","100 g/ha","240134","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1997","1997","toneladas","53814","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1998","1998","ha","3413","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1998","1998","100 g/ha","232918","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1998","1998","toneladas","79495","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","1999","1999","ha","3146","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","1999","1999","100 g/ha","218862","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","1999","1999","toneladas","68854","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","2000","2000","ha","3372","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","2000","2000","100 g/ha","231195","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","2000","2000","toneladas","77959","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","2001","2001","ha","3364","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","2001","2001","100 g/ha","265155","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","2001","2001","toneladas","89198","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","2002","2002","ha","3316","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","2002","2002","100 g/ha","261716","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","2002","2002","toneladas","86785","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","2003","2003","ha","3187","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01510","Papas, patatas","2003","2003","100 g/ha","253549","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01510","Papas, patatas","2003","2003","toneladas","80806","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01510","Papas, patatas","2004","2004","ha","3128","A","Cifra oficial",""
